user_id,total_orders,avg_days_between_orders,avg_basket_size,total_distinct_products,reordered_share,favorite_day_of_week,favorite_hour_of_day
210,99,3.282828282828283,14.474747474747474,222.0,0.8450802512212142,0,17
212,12,14.666666666666666,1.9166666666666667,13.0,0.43478260869565216,0,20
217,11,16.0,6.454545454545454,53.0,0.2535211267605634,0,11
218,6,13.166666666666666,1.0,1.0,0.0,3,9
231,3,10.333333333333334,20.333333333333332,34.0,0.4426229508196721,1,0
240,5,19.0,2.2,9.0,0.18181818181818182,1,8
242,16,11.9375,6.5,54.0,0.4807692307692308,4,11
249,9,6.777777777777778,3.7777777777777777,12.0,0.6470588235294118,3,15
250,11,16.636363636363637,9.272727272727273,32.0,0.6862745098039216,2,18
258,24,7.625,8.416666666666666,97.0,0.5198019801980198,0,17
260,17,8.823529411764707,6.0,30.0,0.7058823529411765,3,9
262,45,7.222222222222222,5.081081081081081,103.0,0.4521276595744681,1,17
304,42,7.928571428571429,6.523809523809524,56.0,0.7956204379562044,3,18
309,25,0.96,11.24,153.0,0.4555160142348754,3,8
315,4,8.75,8.25,23.0,0.30303030303030304,0,10
337,12,18.833333333333332,18.916666666666668,124.0,0.45374449339207046,0,22
340,5,7.2,10.2,39.0,0.23529411764705882,5,10
341,11,14.727272727272727,16.90909090909091,96.0,0.4838709677419355,0,11
342,16,15.5625,7.375,77.0,0.3474576271186441,2,7
348,28,10.607142857142858,3.5925925925925926,78.0,0.1958762886597938,5,13
359,15,17.333333333333332,13.0,112.0,0.4256410256410256,2,16
370,27,8.592592592592593,8.925925925925926,86.0,0.6431535269709544,6,13
377,3,11.0,9.333333333333334,26.0,0.07142857142857142,2,17
378,8,20.5,2.125,6.0,0.6470588235294118,1,12
380,12,14.0,3.8333333333333335,20.0,0.5652173913043478,0,12
395,3,10.666666666666666,5.0,15.0,0.0,0,13
401,4,13.25,11.0,37.0,0.1590909090909091,0,9
414,3,20.0,9.333333333333334,26.0,0.07142857142857142,5,10
435,13,13.384615384615385,10.153846153846153,38.0,0.7121212121212122,1,20
441,14,19.714285714285715,4.714285714285714,27.0,0.5909090909090909,6,7
442,12,17.75,12.5,85.0,0.43333333333333335,0,14
444,42,5.4523809523809526,28.0,155.0,0.8681972789115646,5,16
456,6,13.166666666666666,4.833333333333333,22.0,0.2413793103448276,2,10
459,23,11.521739130434783,4.6521739130434785,23.0,0.7850467289719626,6,9
473,11,6.090909090909091,16.545454545454547,73.0,0.5989010989010989,0,9
476,16,15.625,13.1875,117.0,0.44549763033175355,5,13
477,4,8.0,5.0,14.0,0.3,0,0
487,33,9.575757575757576,13.909090909090908,140.0,0.6949891067538126,6,18
488,6,19.166666666666668,16.833333333333332,74.0,0.26732673267326734,0,18
489,7,12.857142857142858,10.571428571428571,56.0,0.24324324324324326,0,12
517,4,5.5,8.0,13.0,0.59375,6,13
526,4,13.75,24.5,48.0,0.5102040816326531,1,11
531,29,11.275862068965518,5.068965517241379,52.0,0.6462585034013606,1,9
533,4,13.75,9.0,29.0,0.19444444444444445,2,15
542,3,13.0,3.6666666666666665,8.0,0.2727272727272727,1,10
549,10,14.8,5.8,36.0,0.3793103448275862,3,18
563,5,10.0,7.8,32.0,0.1794871794871795,1,13
565,5,11.4,3.4,13.0,0.23529411764705882,6,11
572,3,7.666666666666667,7.333333333333333,14.0,0.36363636363636365,0,11
575,4,17.0,2.25,7.0,0.2222222222222222,0,13
584,8,11.875,6.625,24.0,0.5471698113207547,0,8
591,7,2.5714285714285716,2.1666666666666665,12.0,0.07692307692307693,3,9
594,5,22.2,3.4,11.0,0.35294117647058826,2,15
602,7,6.0,3.857142857142857,13.0,0.5185185185185185,2,19
604,27,11.444444444444445,14.444444444444445,184.0,0.5282051282051282,1,9
606,30,9.3,5.392857142857143,92.0,0.39072847682119205,0,14
609,18,17.555555555555557,5.777777777777778,44.0,0.5769230769230769,0,14
614,3,20.0,10.0,26.0,0.13333333333333333,0,13
619,4,15.5,1.0,1.0,0.75,5,9
625,3,7.666666666666667,14.666666666666666,23.0,0.4772727272727273,2,8
626,94,2.6914893617021276,6.73404255319149,147.0,0.7677725118483413,4,12
634,11,12.636363636363637,6.363636363636363,36.0,0.4857142857142857,2,9
641,29,8.03448275862069,10.413793103448276,98.0,0.6754966887417219,0,18
644,3,4.0,2.6666666666666665,7.0,0.125,1,12
657,30,9.1,9.3,158.0,0.4336917562724014,5,17
667,75,4.413333333333333,10.066666666666666,135.0,0.8211920529801324,2,12
685,4,16.5,9.5,24.0,0.3684210526315789,2,12
687,19,13.0,36.63157894736842,174.0,0.75,5,9
690,99,3.3737373737373737,8.343434343434344,179.0,0.7832929782082324,4,16
697,5,12.0,1.2,3.0,0.5,2,9
703,9,6.444444444444445,13.777777777777779,52.0,0.5806451612903226,1,12
705,6,16.5,6.0,28.0,0.2222222222222222,4,11
708,14,18.642857142857142,2.642857142857143,15.0,0.5945945945945946,2,11
709,5,5.6,24.0,85.0,0.2916666666666667,0,21
710,16,15.0,9.625,64.0,0.5844155844155844,0,10
711,5,10.8,3.6,10.0,0.4444444444444444,5,6
723,13,18.46153846153846,20.76923076923077,130.0,0.5185185185185185,5,11
733,4,12.0,5.75,13.0,0.43478260869565216,1,12
737,15,10.4,4.466666666666667,23.0,0.6567164179104478,6,10
741,29,7.551724137931035,9.379310344827585,134.0,0.5073529411764706,0,12
743,5,10.8,7.8,25.0,0.358974358974359,0,16
746,8,12.25,2.625,8.0,0.6190476190476191,0,18
761,8,15.125,10.5,54.0,0.35714285714285715,0,10
767,31,7.387096774193548,7.161290322580645,149.0,0.32882882882882886,1,19
775,8,18.0,8.0,29.0,0.546875,0,17
776,3,12.666666666666666,2.0,4.0,0.3333333333333333,0,13
799,15,6.2,6.933333333333334,22.0,0.7884615384615384,6,14
808,3,10.333333333333334,8.333333333333334,24.0,0.04,5,11
814,3,14.666666666666666,5.666666666666667,10.0,0.4117647058823529,4,9
818,69,4.971014492753623,6.202898550724638,60.0,0.8598130841121495,2,15
838,23,11.826086956521738,2.090909090909091,29.0,0.3695652173913043,3,9
844,18,14.166666666666666,5.388888888888889,30.0,0.6907216494845361,1,9
846,4,10.5,9.75,34.0,0.1282051282051282,0,17
847,37,9.513513513513514,17.216216216216218,120.0,0.8116169544740973,0,11
856,4,9.0,5.5,20.0,0.09090909090909091,2,11
864,29,9.758620689655173,5.103448275862069,25.0,0.831081081081081,1,15
867,5,20.8,2.6,5.0,0.6153846153846154,0,2
871,7,24.142857142857142,1.6666666666666667,4.0,0.2,0,20
872,4,17.5,8.75,24.0,0.3142857142857143,0,22
886,22,12.409090909090908,6.0,49.0,0.6111111111111112,5,13
888,15,4.0,10.2,59.0,0.6143790849673203,0,14
891,15,17.4,14.2,82.0,0.6150234741784038,0,11
892,12,5.916666666666667,9.25,79.0,0.2882882882882883,6,12
897,4,12.0,11.75,34.0,0.2765957446808511,6,10
907,23,9.608695652173912,12.0,75.0,0.7282608695652174,2,16
915,9,17.0,11.0,60.0,0.3939393939393939,0,17
916,6,18.0,2.3333333333333335,7.0,0.5,1,11
921,12,20.166666666666668,4.8,34.0,0.2916666666666667,6,9
923,12,10.833333333333334,5.0,49.0,0.18333333333333332,5,15
929,3,5.333333333333333,11.666666666666666,33.0,0.05714285714285714,3,11
930,4,12.75,6.75,21.0,0.2222222222222222,0,18
936,6,23.0,4.5,11.0,0.5925925925925926,5,10
946,18,17.333333333333332,15.11111111111111,145.0,0.46691176470588236,2,21
947,39,8.333333333333334,8.820512820512821,77.0,0.7761627906976745,6,11
951,3,15.0,9.666666666666666,25.0,0.13793103448275862,4,12
952,3,11.333333333333334,6.0,12.0,0.0,3,9
953,9,12.555555555555555,12.777777777777779,57.0,0.5043478260869565,1,10
971,24,13.583333333333334,1.1304347826086956,5.0,0.8076923076923077,5,6
979,14,16.5,3.7142857142857144,35.0,0.3269230769230769,0,16
981,6,3.1666666666666665,4.666666666666667,20.0,0.2857142857142857,4,14
987,7,14.285714285714286,7.0,40.0,0.1836734693877551,2,10
990,9,13.11111111111111,4.333333333333333,16.0,0.5897435897435898,6,11
994,10,16.2,14.6,50.0,0.6575342465753424,2,11
1003,8,7.875,12.25,42.0,0.5714285714285714,0,21
1012,8,9.625,8.75,28.0,0.6,0,15
1024,99,0.6565656565656566,1.3838383838383839,20.0,0.8540145985401459,6,9
1026,5,5.8,1.6,4.0,0.5,0,12
1034,6,13.666666666666666,6.5,23.0,0.41025641025641024,1,11
1036,31,6.129032258064516,18.096774193548388,158.0,0.7183600713012478,2,10
1039,6,16.833333333333332,2.4,5.0,0.5833333333333334,1,0
1058,43,8.255813953488373,2.3902439024390243,36.0,0.6326530612244898,0,16
1060,10,17.6,1.3333333333333333,9.0,0.25,3,12
1061,3,12.0,4.0,10.0,0.16666666666666666,4,9
1068,3,12.333333333333334,2.0,4.0,0.3333333333333333,5,6
1069,6,20.833333333333332,10.333333333333334,42.0,0.3225806451612903,0,19
1070,4,19.5,9.25,30.0,0.1891891891891892,4,8
1071,8,9.25,3.2,11.0,0.3125,0,10
1077,12,12.166666666666666,8.0,68.0,0.2916666666666667,0,9
1080,12,6.666666666666667,5.833333333333333,27.0,0.6142857142857143,5,14
1084,33,8.787878787878787,7.848484848484849,156.0,0.39768339768339767,5,16
1085,3,12.0,2.6666666666666665,4.0,0.5,0,8
1086,5,3.4,3.75,11.0,0.26666666666666666,0,13
1089,15,11.333333333333334,7.333333333333333,69.0,0.37272727272727274,0,19
1095,31,10.870967741935484,11.419354838709678,109.0,0.692090395480226,0,16
1099,8,8.5,1.0,2.0,0.7142857142857143,1,9
1105,7,6.0,14.142857142857142,44.0,0.5555555555555556,5,6
1133,6,20.166666666666668,2.25,8.0,0.1111111111111111,0,14
1134,10,3.1,9.8,52.0,0.46938775510204084,1,12
1139,29,12.03448275862069,18.689655172413794,220.0,0.5940959409594095,6,10
1140,11,12.272727272727273,3.3636363636363638,16.0,0.5675675675675675,3,12
1150,47,4.085106382978723,7.170212765957447,110.0,0.6735905044510386,4,13
1151,5,23.6,28.6,78.0,0.45454545454545453,6,9
1173,55,6.2727272727272725,7.527272727272727,142.0,0.6570048309178744,1,14
1176,11,13.090909090909092,6.0,25.0,0.6212121212121212,1,11
1204,10,14.8,11.5,34.0,0.7043478260869566,6,14
1224,12,13.083333333333334,1.6666666666666667,11.0,0.45,1,9
1252,13,14.692307692307692,7.384615384615385,42.0,0.5625,4,9
1270,12,13.5,5.5,49.0,0.25757575757575757,0,14
1271,48,7.5,13.458333333333334,173.0,0.7321981424148607,0,16
1287,7,17.142857142857142,3.4285714285714284,21.0,0.125,3,9
1292,20,14.55,6.1,65.0,0.4672131147540984,0,21
1293,20,5.6,7.95,80.0,0.4968553459119497,4,16
1294,3,5.0,16.666666666666668,27.0,0.46,0,13
1302,3,20.0,13.0,36.0,0.07692307692307693,5,11
1317,8,21.75,4.5,15.0,0.5833333333333334,0,13
1318,3,4.666666666666667,13.333333333333334,37.0,0.075,5,9
1356,13,18.307692307692307,13.615384615384615,103.0,0.4180790960451977,0,16
1367,4,16.25,1.25,2.0,0.6,3,4
1368,35,7.2,4.151515151515151,64.0,0.5328467153284672,0,10
1374,3,16.666666666666668,6.666666666666667,17.0,0.15,0,9
1387,23,10.782608695652174,2.272727272727273,15.0,0.7,6,23
1392,6,25.0,3.5,4.0,0.8095238095238095,1,10
1397,12,13.083333333333334,5.833333333333333,34.0,0.5142857142857142,1,7
1403,7,14.0,7.428571428571429,32.0,0.38461538461538464,0,16
1407,6,21.666666666666668,1.6666666666666667,4.0,0.6,1,8
1412,22,13.363636363636363,3.5454545454545454,55.0,0.2948717948717949,3,17
1422,5,20.8,6.2,24.0,0.22580645161290322,0,12
1435,3,17.333333333333332,3.0,8.0,0.1111111111111111,6,14
1449,6,20.666666666666668,9.833333333333334,30.0,0.4915254237288136,1,13
1451,12,18.583333333333332,2.4166666666666665,13.0,0.5517241379310345,3,9
1472,3,12.333333333333334,8.0,22.0,0.08333333333333333,0,7
1476,22,8.863636363636363,12.636363636363637,80.0,0.7122302158273381,0,19
1478,12,21.083333333333332,32.25,151.0,0.6098191214470284,1,9
1483,25,13.52,18.44,139.0,0.6984815618221258,3,8
1491,7,4.857142857142857,5.428571428571429,19.0,0.5,6,13
1494,13,6.461538461538462,11.076923076923077,63.0,0.5625,1,8
1510,10,12.2,22.4,94.0,0.5803571428571429,1,11
1515,3,14.666666666666666,5.0,13.0,0.13333333333333333,4,11
1519,47,7.127659574468085,12.787234042553191,241.0,0.5990016638935108,3,11
1521,11,13.818181818181818,23.0,135.0,0.466403162055336,1,10
1524,4,14.0,12.75,43.0,0.1568627450980392,2,7
1525,8,8.0,3.5,22.0,0.21428571428571427,1,15
1528,3,15.0,6.0,9.0,0.5,3,10
1530,17,16.647058823529413,6.647058823529412,59.0,0.4778761061946903,1,15
1543,6,23.666666666666668,6.833333333333333,20.0,0.5121951219512195,1,16
1556,12,19.583333333333332,18.333333333333332,107.0,0.5136363636363637,1,8
1559,15,18.533333333333335,14.933333333333334,88.0,0.6071428571428571,1,8
1566,12,6.416666666666667,6.25,26.0,0.6533333333333333,1,9
1575,32,10.59375,12.46875,136.0,0.6591478696741855,2,15
1579,27,12.148148148148149,11.666666666666666,166.0,0.473015873015873,5,8
1584,71,3.267605633802817,10.619718309859154,187.0,0.7519893899204244,5,12
1586,6,16.666666666666668,12.833333333333334,50.0,0.35064935064935066,1,17
1587,8,18.625,20.25,93.0,0.42592592592592593,1,15
1592,13,16.76923076923077,18.923076923076923,76.0,0.6910569105691057,0,15
1595,23,10.826086956521738,15.73913043478261,136.0,0.6243093922651933,1,9
1606,21,13.047619047619047,5.761904761904762,83.0,0.3140495867768595,0,15
1612,3,14.0,3.0,8.0,0.1111111111111111,6,11
1635,14,6.0,6.714285714285714,63.0,0.32978723404255317,5,8
1654,13,14.692307692307692,6.538461538461538,26.0,0.6941176470588235,0,20
1657,11,15.090909090909092,2.3636363636363638,15.0,0.4230769230769231,3,10
1669,8,15.875,8.125,33.0,0.49230769230769234,1,14
1671,14,7.857142857142857,5.428571428571429,38.0,0.5,1,15
1675,3,20.0,8.333333333333334,25.0,0.0,5,12
1687,5,22.0,13.4,42.0,0.373134328358209,0,14
1705,33,8.575757575757576,7.515151515151516,92.0,0.6290322580645161,1,12
1708,8,16.25,6.625,27.0,0.49056603773584906,2,10
1715,29,12.068965517241379,14.827586206896552,178.0,0.586046511627907,6,11
1717,3,20.0,5.666666666666667,15.0,0.11764705882352941,3,4
1729,10,15.6,10.6,32.0,0.6981132075471698,0,14
1730,20,16.6,10.1,73.0,0.6386138613861386,0,13
1736,5,19.2,2.2,8.0,0.2727272727272727,3,11
1737,27,11.148148148148149,7.37037037037037,113.0,0.4321608040201005,1,16
1742,32,10.09375,9.875,147.0,0.5348101265822784,6,14
1744,5,9.8,3.8,16.0,0.15789473684210525,2,9
1751,16,7.8125,13.8125,50.0,0.7737556561085973,2,14
1755,22,7.136363636363637,3.0454545454545454,18.0,0.7313432835820896,1,9
1756,5,23.2,2.4,8.0,0.3333333333333333,6,16
1757,6,10.833333333333334,9.5,32.0,0.43859649122807015,2,16
1766,15,17.8,4.0,26.0,0.5666666666666667,2,14
1777,4,13.25,8.25,22.0,0.3333333333333333,3,19
1778,12,14.833333333333334,8.833333333333334,66.0,0.37735849056603776,5,10
1798,23,14.695652173913043,19.782608695652176,137.0,0.6989010989010989,2,9
1801,3,11.666666666666666,8.333333333333334,23.0,0.08,0,1
1802,19,10.894736842105264,18.05263157894737,95.0,0.7230320699708455,3,12
1806,7,24.142857142857142,6.142857142857143,24.0,0.4418604651162791,2,11
1810,7,9.571428571428571,24.571428571428573,101.0,0.4127906976744186,6,15
1811,14,10.642857142857142,13.857142857142858,118.0,0.3917525773195876,0,10
1815,33,10.06060606060606,12.424242424242424,156.0,0.6195121951219512,1,11
1816,3,3.6666666666666665,3.0,8.0,0.1111111111111111,5,17
1818,4,18.5,9.0,23.0,0.3611111111111111,0,12
1825,9,18.666666666666668,7.555555555555555,38.0,0.4411764705882353,0,15
1830,30,8.4,10.166666666666666,111.0,0.6360655737704918,0,13
1832,13,13.846153846153847,10.153846153846153,46.0,0.6515151515151515,1,8
1836,8,18.5,13.625,76.0,0.30275229357798167,3,10
1840,37,8.972972972972974,8.054054054054054,111.0,0.62751677852349,6,11
1846,3,14.333333333333334,23.0,50.0,0.2753623188405797,1,9
1848,6,22.0,9.333333333333334,28.0,0.5,2,11
1853,7,19.714285714285715,6.714285714285714,40.0,0.14893617021276595,5,13
1856,3,2.0,21.333333333333332,42.0,0.34375,0,6
1863,13,9.615384615384615,6.153846153846154,33.0,0.5875,1,18
1864,6,20.0,6.5,20.0,0.48717948717948717,2,13
1872,20,11.3,2.35,11.0,0.7659574468085106,5,13
1877,3,14.666666666666666,8.0,19.0,0.20833333333333334,6,7
1884,21,6.095238095238095,9.0,61.0,0.6772486772486772,2,18
1885,12,12.0,4.666666666666667,21.0,0.625,1,9
1895,6,14.166666666666666,10.0,36.0,0.4,0,18
1914,9,7.222222222222222,7.444444444444445,36.0,0.4626865671641791,0,16
1918,15,15.466666666666667,8.8,63.0,0.5227272727272727,0,15
1919,3,2.0,1.5,2.0,0.3333333333333333,3,12
1928,15,15.133333333333333,7.466666666666667,73.0,0.3482142857142857,2,8
1948,51,6.117647058823529,6.568627450980392,96.0,0.7134328358208956,0,17
1956,7,15.571428571428571,17.714285714285715,87.0,0.29838709677419356,0,20
1958,99,2.888888888888889,7.0606060606060606,183.0,0.7381974248927039,2,10
1970,3,2.0,3.3333333333333335,10.0,0.0,6,0
1973,12,6.833333333333333,7.916666666666667,74.0,0.22105263157894736,0,16
1974,8,7.125,8.75,34.0,0.5142857142857142,3,10
1978,13,16.0,7.0,49.0,0.46153846153846156,3,9
1979,19,15.736842105263158,7.105263157894737,77.0,0.42962962962962964,6,15
1981,9,19.555555555555557,29.0,92.0,0.6475095785440613,1,7
2005,3,4.666666666666667,16.333333333333332,37.0,0.24489795918367346,0,15
2019,30,10.266666666666667,9.8,41.0,0.8605442176870748,6,15
2030,5,18.8,8.4,37.0,0.11904761904761904,2,12
2035,3,20.0,7.666666666666667,14.0,0.391304347826087,0,1
2037,9,24.77777777777778,3.0,13.0,0.5185185185185185,0,13
2041,30,10.4,18.366666666666667,166.0,0.6987295825771325,0,12
2044,10,12.9,5.4,34.0,0.37037037037037035,4,8
2068,12,7.666666666666667,13.833333333333334,51.0,0.6927710843373494,6,8
2078,13,17.76923076923077,9.076923076923077,79.0,0.3305084745762712,0,15
2086,15,18.066666666666666,9.866666666666667,46.0,0.6891891891891891,6,15
2087,14,6.785714285714286,10.214285714285714,81.0,0.43356643356643354,0,16
2091,6,10.5,7.666666666666667,39.0,0.15217391304347827,0,18
2105,11,22.636363636363637,3.6363636363636362,17.0,0.575,3,8
2122,10,8.6,1.25,4.0,0.6,1,13
2134,12,8.666666666666666,7.333333333333333,32.0,0.6363636363636364,0,11
2149,7,20.714285714285715,3.2857142857142856,14.0,0.391304347826087,0,14
2150,17,12.117647058823529,7.411764705882353,50.0,0.6031746031746031,4,10
2160,31,10.419354838709678,13.096774193548388,165.0,0.5935960591133005,1,11
2162,31,9.548387096774194,6.129032258064516,90.0,0.5263157894736842,4,11
2166,37,8.64864864864865,8.972972972972974,88.0,0.7349397590361446,2,11
2177,7,3.5714285714285716,9.571428571428571,36.0,0.4626865671641791,1,13
2184,37,9.432432432432432,9.621621621621621,175.0,0.5084269662921348,5,9
2186,8,20.25,6.375,35.0,0.3137254901960784,6,9
2194,14,10.928571428571429,16.357142857142858,96.0,0.5807860262008734,3,18
2195,5,17.2,19.8,75.0,0.24242424242424243,1,16
2199,18,14.61111111111111,8.222222222222221,83.0,0.4391891891891892,6,9
2206,9,10.0,7.444444444444445,37.0,0.44776119402985076,5,10
2228,3,11.666666666666666,13.666666666666666,27.0,0.34146341463414637,6,15
2230,20,6.6,8.7,61.0,0.6494252873563219,0,11
2234,15,9.6,2.7333333333333334,22.0,0.4634146341463415,6,6
2242,30,9.466666666666667,6.444444444444445,63.0,0.6379310344827587,2,10
2248,3,14.333333333333334,13.0,36.0,0.07692307692307693,0,10
2253,40,8.35,3.0,30.0,0.75,4,10
2257,14,19.571428571428573,8.785714285714286,65.0,0.4715447154471545,0,11
2260,4,8.75,5.75,21.0,0.08695652173913043,0,10
2269,5,19.0,6.0,21.0,0.3,6,13
2301,11,16.363636363636363,6.7272727272727275,30.0,0.5945945945945946,0,17
2307,97,3.752577319587629,11.092783505154639,197.0,0.8169144981412639,1,15
2310,50,4.7,14.64,133.0,0.8183060109289617,6,16
2311,12,19.25,8.5,76.0,0.2549019607843137,0,9
2333,4,16.5,14.25,41.0,0.2807017543859649,1,8
2339,4,7.5,4.0,13.0,0.1875,1,15
2343,5,6.0,7.0,31.0,0.11428571428571428,3,13
2345,12,20.0,4.5,33.0,0.3888888888888889,1,14
2348,3,16.0,11.666666666666666,26.0,0.2571428571428571,4,10
2353,7,11.428571428571429,3.2857142857142856,14.0,0.391304347826087,6,9
2363,5,17.8,5.0,18.0,0.28,5,17
2364,4,16.5,11.75,39.0,0.1702127659574468,1,12
2379,4,5.25,23.0,50.0,0.45652173913043476,6,9
2383,68,5.25,6.567164179104478,34.0,0.9227272727272727,1,9
2384,5,7.8,2.4,5.0,0.5833333333333334,0,16
2391,5,14.8,1.4,5.0,0.2857142857142857,3,15
2399,84,4.273809523809524,7.714285714285714,156.0,0.7592592592592593,2,9
2401,3,3.0,17.0,41.0,0.19607843137254902,0,7
2403,23,13.478260869565217,6.086956521739131,39.0,0.7214285714285714,1,17
2423,17,14.117647058823529,17.176470588235293,77.0,0.7363013698630136,1,9
2426,18,9.833333333333334,3.888888888888889,31.0,0.5571428571428572,0,11
2428,32,6.5,14.0,182.0,0.59375,0,15
2429,3,20.0,3.3333333333333335,8.0,0.2,3,11
2436,30,5.7,5.3,77.0,0.5157232704402516,6,9
2440,45,7.444444444444445,19.511111111111113,142.0,0.8382687927107062,5,9
2448,3,15.0,4.666666666666667,13.0,0.07142857142857142,0,12
2450,11,17.363636363636363,8.636363636363637,67.0,0.29473684210526313,2,8
2460,8,4.25,6.5,41.0,0.21153846153846154,1,15
2485,14,10.0,3.0,29.0,0.30952380952380953,6,14
2487,10,12.1,20.2,128.0,0.36633663366336633,2,15
2488,28,12.5,16.964285714285715,136.0,0.7136842105263158,4,10
2494,3,4.666666666666667,21.333333333333332,41.0,0.359375,1,9
2501,30,9.933333333333334,3.2333333333333334,28.0,0.711340206185567,1,9
2505,43,7.930232558139535,7.325581395348837,49.0,0.8444444444444444,0,17
2518,32,5.15625,18.9375,146.0,0.759075907590759,0,9
2526,11,14.909090909090908,10.636363636363637,65.0,0.4444444444444444,0,9
2533,25,5.96,6.6,49.0,0.703030303030303,6,10
2538,9,17.22222222222222,10.444444444444445,42.0,0.5531914893617021,3,12
2550,41,8.731707317073171,3.4634146341463414,65.0,0.5422535211267606,1,12
2562,47,7.276595744680851,7.574468085106383,69.0,0.8061797752808989,1,9
2564,8,14.5,3.25,23.0,0.11538461538461539,4,9
2569,3,12.333333333333334,4.0,8.0,0.3333333333333333,1,21
2570,4,8.5,17.75,48.0,0.323943661971831,6,9
2571,8,16.25,10.625,52.0,0.38823529411764707,0,16
2579,3,20.0,9.333333333333334,27.0,0.03571428571428571,2,15
2581,6,17.166666666666668,7.833333333333333,38.0,0.19148936170212766,0,13
2582,8,14.375,17.5,58.0,0.5857142857142857,0,8
2585,4,9.5,7.75,23.0,0.25806451612903225,0,13
2587,5,13.0,31.6,70.0,0.5569620253164557,4,9
2607,4,22.25,3.5,6.0,0.5714285714285714,2,11
2613,4,6.5,7.25,20.0,0.3103448275862069,2,13
2624,5,14.2,6.2,10.0,0.6774193548387096,0,10
2642,9,25.0,2.111111111111111,5.0,0.7368421052631579,1,14
2647,3,8.0,7.666666666666667,18.0,0.21739130434782608,1,10
2648,22,13.090909090909092,6.318181818181818,107.0,0.2302158273381295,4,12
2654,5,15.8,13.6,46.0,0.3235294117647059,2,17
2661,6,18.5,13.5,50.0,0.38271604938271603,3,11
2663,76,4.7105263157894735,12.25,318.0,0.6584317937701396,5,17
2666,4,7.25,4.25,12.0,0.29411764705882354,0,13
2683,18,14.38888888888889,19.72222222222222,159.0,0.5521126760563381,3,15
2685,11,17.272727272727273,5.363636363636363,43.0,0.2711864406779661,6,17
2688,81,4.432098765432099,6.8625,209.0,0.6193078324225865,5,9
2692,3,14.666666666666666,6.666666666666667,18.0,0.1,0,15
2694,4,19.25,4.25,11.0,0.35294117647058826,0,10
2704,8,3.875,2.625,12.0,0.42857142857142855,1,11
2709,9,18.444444444444443,13.555555555555555,88.0,0.2786885245901639,0,13
2713,11,19.09090909090909,6.7272727272727275,55.0,0.25675675675675674,1,16
2725,3,4.333333333333333,2.3333333333333335,6.0,0.14285714285714285,1,11
2726,20,11.6,14.7,144.0,0.5102040816326531,0,12
2738,7,12.714285714285714,17.857142857142858,65.0,0.48,0,14
2746,6,11.5,2.3333333333333335,5.0,0.6428571428571429,3,12
2752,7,16.142857142857142,6.0,33.0,0.21428571428571427,1,10
2754,15,3.6,9.066666666666666,77.0,0.4338235294117647,0,10
2764,46,7.565217391304348,9.847826086956522,92.0,0.7969094922737306,5,15
2788,10,4.6,18.2,53.0,0.7087912087912088,1,11
2792,7,17.857142857142858,13.0,55.0,0.3956043956043956,0,15
2799,33,10.151515151515152,26.696969696969695,321.0,0.6356413166855845,0,9
2806,5,8.6,9.2,29.0,0.3695652173913043,0,10
2818,17,18.11764705882353,17.352941176470587,136.0,0.5389830508474577,0,8
